AF_HQ_Zamanian_AF1_1_10_HQ_transcript/0,38
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/1,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/2,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/3,30
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/4,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/5,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/6,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/7,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/8,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/9,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/10,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/11,48
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/12,35
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/13,34
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/14,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/15,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/16,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/17,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/18,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/19,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/20,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/21,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/22,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/23,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/24,34
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/25,37
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/26,107
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/27,85
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/28,33
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/29,30
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/30,30
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/31,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/32,34
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/33,34
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/34,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/35,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/36,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/37,36
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/38,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/39,35
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/40,30
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/41,28
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/42,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/43,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/44,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/45,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/46,32
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/47,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/48,31
AF_HQ_Zamanian_AF1_1_10_HQ_transcript/49,84
