AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/0,34
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/1,33
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/2,46
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/3,31
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/4,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/5,31
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/6,30
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/7,32
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/8,32
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/9,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/10,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/11,33
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/12,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/13,38
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/14,36
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/15,37
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/16,38
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/17,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/18,38
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/19,34
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/20,33
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/21,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/22,34
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/23,37
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/24,37
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/25,36
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/26,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/27,35
AF_HQ_Zamanian_9_20_F1_1_10_HQ_transcript/28,112
